path,line,table,context
profile_verification_payload/profile_verification_core.py,1074,vehicles,"if any(text(row.get(""parking_time"")) in {""Day"", ""Night""} for row in snapshot[""vehicles""])"
profile_verification_payload/profile_verification_core.py,1080,resident_profile_verifications,UPDATE resident_profile_verifications
profile_verification_payload/profile_verification_core.py,1129,vehicles,"if snapshot[""vehicles""]:"
profile_verification_payload/profile_verification_core.py,1139,vehicles,"vehicles=[],"
profile_verification_payload/profile_verification_core.py,1145,resident_profile_verifications,UPDATE resident_profile_verifications
profile_verification_payload/profile_verification_core.py,1185,vehicles,"for row in snapshot[""vehicles""]:"
profile_verification_payload/profile_verification_core.py,1217,resident_profile_change_requests,FROM resident_profile_change_requests
profile_verification_payload/profile_verification_core.py,1244,resident_profile_change_requests,INSERT INTO resident_profile_change_requests (
profile_verification_payload/profile_verification_core.py,1269,resident_profile_verifications,UPDATE resident_profile_verifications
profile_verification_payload/profile_verification_core.py,1318,resident_profile_change_requests,INSERT INTO resident_profile_change_requests (
profile_verification_payload/profile_verification_core.py,1343,resident_profile_verifications,UPDATE resident_profile_verifications
profile_verification_payload/profile_verification_core.py,1371,resident_profile_change_requests,"""SELECT * FROM resident_profile_change_requests WHERE id = ?"","
profile_verification_payload/profile_verification_core.py,1390,resident_profile_change_requests,FROM resident_profile_change_requests
profile_verification_payload/profile_verification_core.py,1414,vehicles,"if not table_exists(cur, ""vehicles""):"
profile_verification_payload/profile_verification_core.py,1415,vehicles,"raise RuntimeError(""Таблиця vehicles не знайдена."")"
profile_verification_payload/profile_verification_core.py,1416,vehicles,"cols = table_columns(cur, ""vehicles"")"
profile_verification_payload/profile_verification_core.py,1418,vehicles,"raise RuntimeError(""Таблиця vehicles не має полів id та parking_time."")"
profile_verification_payload/profile_verification_core.py,1422,vehicles,"f""SELECT * FROM vehicles WHERE id = ?"","
profile_verification_payload/profile_verification_core.py,1435,vehicles,"""UPDATE vehicles SET parking_time = ? WHERE id = ?"","
profile_verification_payload/profile_verification_core.py,1480,resident_profile_change_requests,UPDATE resident_profile_change_requests
profile_verification_payload/profile_verification_core.py,1496,resident_profile_verifications,UPDATE resident_profile_verifications
profile_verification_payload/run_bot_live_services_sandbox_v1.py,12,service_orders,- connects service_orders_workspace to parking_bot in memory;
profile_verification_payload/run_bot_live_services_sandbox_v1.py,17,the,It is intentionally separate from the old Guard Sandbox runner.
profile_verification_payload/run_bot_live_services_sandbox_v1.py,20,__future__,from __future__ import annotations
profile_verification_payload/run_bot_live_services_sandbox_v1.py,31,datetime,from datetime import datetime
profile_verification_payload/run_bot_live_services_sandbox_v1.py,32,pathlib,from pathlib import Path
profile_verification_payload/run_bot_live_services_sandbox_v1.py,33,types,"from types import ModuleType, SimpleNamespace"
profile_verification_payload/run_bot_live_services_sandbox_v1.py,34,typing,from typing import Any
profile_verification_payload/run_bot_live_services_sandbox_v1.py,47,service_orders,"WORKSPACE_FILE = BOTS_DIR / ""handlers"" / ""service_orders_workspace.py"""
profile_verification_payload/run_bot_live_services_sandbox_v1.py,49,service_orders,"SERVICE_PATCHER = ROOT / ""patch_parking_bot_service_orders_v1.py"""
profile_verification_payload/run_bot_live_services_sandbox_v1.py,117,sqlite_master,FROM sqlite_master
profile_verification_payload/run_bot_live_services_sandbox_v1.py,144,telegram_osbb,"from telegram_osbb import ADMIN_IDS, SUPER_ADMIN_IDS"
profile_verification_payload/run_bot_live_services_sandbox_v1.py,198,service_orders,"(""service_orders"", ""VIEW"", ""REMOTE""),"
profile_verification_payload/run_bot_live_services_sandbox_v1.py,199,service_orders,"(""service_orders"", ""CREATE"", ""REMOTE""),"
profile_verification_payload/run_bot_live_services_sandbox_v1.py,200,service_orders,"(""service_orders"", ""UPDATE"", ""REMOTE""),"
profile_verification_payload/run_bot_live_services_sandbox_v1.py,201,service_orders,"(""service_orders"", ""CONFIRM"", ""REMOTE""),"
profile_verification_payload/run_bot_live_services_sandbox_v1.py,202,service_order_steps,"(""service_order_steps"", ""VIEW"", ""REMOTE""),"
profile_verification_payload/run_bot_live_services_sandbox_v1.py,203,service_order_steps,"(""service_order_steps"", ""CREATE"", ""REMOTE""),"
profile_verification_payload/run_bot_live_services_sandbox_v1.py,204,service_order_steps,"(""service_order_steps"", ""CONFIRM"", ""REMOTE""),"
profile_verification_payload/run_bot_live_services_sandbox_v1.py,207,service_orders,"(""service_orders"", ""VIEW"", ""ACCESS""),"
profile_verification_payload/run_bot_live_services_sandbox_v1.py,208,service_orders,"(""service_orders"", ""CREATE"", ""ACCESS""),"
profile_verification_payload/run_bot_live_services_sandbox_v1.py,209,service_orders,"(""service_orders"", ""UPDATE"", ""ACCESS""),"
profile_verification_payload/run_bot_live_services_sandbox_v1.py,210,service_orders,"(""service_orders"", ""CONFIRM"", ""ACCESS""),"
profile_verification_payload/run_bot_live_services_sandbox_v1.py,211,service_order_steps,"(""service_order_steps"", ""VIEW"", ""ACCESS""),"
profile_verification_payload/run_bot_live_services_sandbox_v1.py,212,service_order_steps,"(""service_order_steps"", ""CREATE"", ""ACCESS""),"
profile_verification_payload/run_bot_live_services_sandbox_v1.py,213,service_order_steps,"(""service_order_steps"", ""CONFIRM"", ""ACCESS""),"
profile_verification_payload/run_bot_live_services_sandbox_v1.py,224,remote_assets,"(""remote_assets"", ""VIEW"", ""POST"", ""O""),"
profile_verification_payload/run_bot_live_services_sandbox_v1.py,225,remote_assets,"(""remote_assets"", ""CREATE"", ""POST"", ""O""),"
profile_verification_payload/run_bot_live_services_sandbox_v1.py,226,remote_assets,"(""remote_assets"", ""UPDATE"", ""POST"", ""O""),"
profile_verification_payload/run_bot_live_services_sandbox_v1.py,227,remote_assets,"(""remote_assets"", ""MOVE"", ""POST"", ""O""),"
profile_verification_payload/run_bot_live_services_sandbox_v1.py,228,remote_asset_movements,"(""remote_asset_movements"", ""VIEW"", ""POST"", ""O""),"
profile_verification_payload/run_bot_live_services_sandbox_v1.py,229,remote_asset_movements,"(""remote_asset_movements"", ""CREATE"", ""POST"", ""O""),"
profile_verification_payload/run_bot_live_services_sandbox_v1.py,239,access_user_roles,FROM access_user_roles
profile_verification_payload/run_bot_live_services_sandbox_v1.py,261,access_role_permissions,FROM access_role_permissions
profile_verification_payload/run_bot_live_services_sandbox_v1.py,300,access_user_roles,FROM access_user_roles
profile_verification_payload/run_bot_live_services_sandbox_v1.py,313,access_user_roles,INSERT INTO access_user_roles
profile_verification_payload/run_bot_live_services_sandbox_v1.py,341,access_role_permissions,INSERT INTO access_role_permissions
profile_verification_payload/run_bot_live_services_sandbox_v1.py,382,service_preorders_core,"""from service_preorders_core import ("","
profile_verification_payload/run_bot_live_services_sandbox_v1.py,393,service_orders,"""В service_orders_workspace.py не установлена готовая версия """
profile_verification_payload/run_bot_live_services_sandbox_v1.py,402,audit_log,"""audit_logger"","
profile_verification_payload/run_bot_live_services_sandbox_v1.py,405,service_orders,"""service_orders_core"","
profile_verification_payload/run_bot_live_services_sandbox_v1.py,411,service_orders,"""handlers.service_orders_workspace"","
profile_verification_payload/run_bot_live_services_sandbox_v1.py,424,the,"""""""Patch profile verification into the bot source in memory only."""""""
profile_verification_payload/run_bot_live_services_sandbox_v1.py,427,handlers,"import_anchor = ""from handlers.cashier_operator_v2 import handle_cashier_operator_v2_text"""
profile_verification_payload/run_bot_live_services_sandbox_v1.py,429,handlers,"""from handlers.profile_verification_workspace import (\n"""
profile_verification_payload/run_bot_live_services_sandbox_v1.py,434,handlers,"if ""from handlers.profile_verification_workspace import ("" not in source:"
profile_verification_payload/run_bot_live_services_sandbox_v1.py,642,payments,"""payments"","
profile_verification_payload/run_bot_live_services_sandbox_v1.py,643,service_orders,"""service_orders"","
profile_verification_payload/run_bot_live_services_sandbox_v1.py,644,service_order_steps,"""service_order_steps"","
profile_verification_payload/run_bot_live_services_sandbox_v1.py,646,remote_order_details,"""remote_order_details"","
profile_verification_payload/run_bot_live_services_sandbox_v1.py,647,remote_assets,"""remote_assets"","
profile_verification_payload/run_bot_live_services_sandbox_v1.py,648,service_order_interests,"""service_order_interests"","
profile_verification_payload/run_bot_live_services_sandbox_v1.py,661,payments,"payment_columns = columns(conn, ""payments"")"
profile_verification_payload/run_bot_live_services_sandbox_v1.py,664,payments,"""  payments.source_ref:"","
profile_verification_payload/run_bot_live_services_sandbox_v1.py,669,payments,"""  payments.apartment_id:"","
profile_verification_payload/run_bot_live_services_sandbox_v1.py,679,service_orders,FROM service_orders
profile_verification_payload/run_bot_live_services_sandbox_v1.py,701,payments,FROM payments
profile_verification_payload/run_bot_live_services_sandbox_v1.py,709,payments,"print(""  matching confirmed payments for this order:"", int(candidates))"
profile_verification_payload/run_bot_live_services_sandbox_v1.py,791,service_orders,"print(""  - service_orders workspace: simplified paid-preorder workflow verified"")"
profile_verification_terminology_v2_payload/Bots/handlers/profile_verification_workspace.py,5,the,The handler is intentionally independent from the phone number used as an
profile_verification_terminology_v2_payload/Bots/handlers/profile_verification_workspace.py,10,__future__,from __future__ import annotations
profile_verification_terminology_v2_payload/Bots/handlers/profile_verification_workspace.py,12,pathlib,from pathlib import Path
profile_verification_terminology_v2_payload/Bots/handlers/profile_verification_workspace.py,15,typing,from typing import Any
profile_verification_terminology_v2_payload/Bots/handlers/profile_verification_workspace.py,17,telegram,"from telegram import ReplyKeyboardMarkup, Update"
profile_verification_terminology_v2_payload/Bots/handlers/profile_verification_workspace.py,26,handlers,from handlers import client_portal as resident_portal
profile_verification_terminology_v2_payload/Bots/handlers/profile_verification_workspace.py,27,service_orders_core,"from service_orders_core import get_conn, text"
profile_verification_terminology_v2_payload/Bots/handlers/profile_verification_workspace.py,27,service_orders,"from service_orders_core import get_conn, text"
profile_verification_terminology_v2_payload/Bots/handlers/profile_verification_workspace.py,28,profile_verification_core,from profile_verification_core import (
profile_verification_terminology_v2_payload/Bots/handlers/profile_verification_workspace.py,185,vehicles,"vehicles = snapshot.get(""vehicles"") or []"
profile_verification_terminology_v2_payload/Bots/handlers/profile_verification_workspace.py,186,vehicles,if not vehicles:
profile_verification_terminology_v2_payload/Bots/handlers/profile_verification_workspace.py,194,vehicles,"for i, vehicle in enumerate(vehicles, 1):"
profile_verification_terminology_v2_payload/Bots/handlers/profile_verification_workspace.py,402,vehicles,"row for row in snapshot.get(""vehicles"") or []"
profile_verification_terminology_v2_payload/Bots/handlers/service_orders_workspace.py,17,__future__,from __future__ import annotations
profile_verification_terminology_v2_payload/Bots/handlers/service_orders_workspace.py,19,pathlib,from pathlib import Path
profile_verification_terminology_v2_payload/Bots/handlers/service_orders_workspace.py,23,typing,from typing import Any
profile_verification_terminology_v2_payload/Bots/handlers/service_orders_workspace.py,25,telegram,"from telegram import ReplyKeyboardMarkup, Update"
profile_verification_terminology_v2_payload/Bots/handlers/service_orders_workspace.py,34,access_control,"from access_control import has_permission, write_access_audit"
profile_verification_terminology_v2_payload/Bots/handlers/service_orders_workspace.py,35,cashier_v2_core,from cashier_v2_core import create_payment_notice
profile_verification_terminology_v2_payload/Bots/handlers/service_orders_workspace.py,36,handlers,from handlers import client_portal as resident_portal
profile_verification_terminology_v2_payload/Bots/handlers/service_orders_workspace.py,37,service_orders_core,from service_orders_core import (
profile_verification_terminology_v2_payload/Bots/handlers/service_orders_workspace.py,37,service_orders,from service_orders_core import (
profile_verification_terminology_v2_payload/Bots/handlers/service_orders_workspace.py,47,service_preorders_core,from service_preorders_core import (
profile_verification_terminology_v2_payload/Bots/handlers/service_orders_workspace.py,67,phone_barrier_access_core,"from phone_barrier_access_core import BARRIER_FAR_01, BARRIER_NEAR_02"
profile_verification_terminology_v2_payload/Bots/handlers/service_orders_workspace.py,68,phone_barrier_access_service,from phone_barrier_access_service import (
profile_verification_terminology_v2_payload/Bots/handlers/service_orders_workspace.py,75,profile_verification_core,from profile_verification_core import phone_access_eligibility
profile_verification_terminology_v2_payload/Bots/handlers/service_orders_workspace.py,78,service_orders,"MODULE = ""service_orders_ui"""
profile_verification_terminology_v2_payload/Bots/handlers/service_orders_workspace.py,224,profile,"""phone_intro"": ""Enter the separate phone number that needs gate access. It may differ from profile contacts. After confirmed payment, the request is automatically sent to an operator for activation."","
profile_verification_terminology_v2_payload/Bots/handlers/service_orders_workspace.py,358,profile,"""from profile contacts and is not matched against them."""
profile_verification_terminology_v2_payload/Bots/handlers/service_orders_workspace.py,483,possibly,"""""""Choose the one resident-facing phone offer from possibly noisy catalog data."""""""
profile_verification_terminology_v2_payload/Bots/handlers/service_orders_workspace.py,515,service_orders,"""service_orders"","
profile_verification_terminology_v2_payload/Bots/handlers/service_orders_workspace.py,542,both,Read offers from both supported service-item schemas.
profile_verification_terminology_v2_payload/Bots/handlers/service_orders_workspace.py,551,service_items,"item_columns = table_columns(cur, ""service_items"")"
profile_verification_terminology_v2_payload/Bots/handlers/service_orders_workspace.py,567,service_items,FROM service_items i
profile_verification_terminology_v2_payload/Bots/handlers/service_orders_workspace.py,568,service_item_workflows,JOIN service_item_workflows w
profile_verification_terminology_v2_payload/Bots/handlers/service_orders_workspace.py,571,service_workflow_profiles,JOIN service_workflow_profiles p
profile_verification_terminology_v2_payload/Bots/handlers/service_orders_workspace.py,582,service_orders_core,from service_orders_core import effective_price
profile_verification_terminology_v2_payload/Bots/handlers/service_orders_workspace.py,582,service_orders,from service_orders_core import effective_price
profile_verification_terminology_v2_payload/Bots/handlers/service_orders_workspace.py,1047,service_orders,FROM service_orders
profile_verification_terminology_v2_payload/Bots/handlers/service_orders_workspace.py,1284,service_orders,FROM service_orders o
profile_verification_terminology_v2_payload/Bots/handlers/service_orders_workspace.py,1285,service_workflow_profiles,JOIN service_workflow_profiles p ON p.profile_code = o.workflow_profile_code
profile_verification_terminology_v2_payload/Bots/handlers/service_orders_workspace.py,1301,service_workflow_profiles,"cur.execute(""SELECT service_category FROM service_workflow_profiles WHERE profile_code = ?"", (order[""workflow_profile_code""],))"
profile_verification_terminology_v2_payload/Bots/handlers/service_orders_workspace.py,1306,service_order_steps,"resource = ""service_order_steps"" if action == ""CONFIRM"" else ""service_orders"""
profile_verification_terminology_v2_payload/Bots/handlers/service_orders_workspace.py,1306,service_orders,"resource = ""service_order_steps"" if action == ""CONFIRM"" else ""service_orders"""
profile_verification_terminology_v2_payload/Bots/handlers/service_orders_workspace.py,1440,remote_order_details,"cur.execute(""UPDATE remote_order_details SET resident_asset_id = ?, updated_at = ? WHERE service_order_id = ?"", (int(asset[""id""]), __import__('datetime').datetime.now().strftime('%Y-%m-%d %H:%M:%S'), int(order[""id""])))"
profile_verification_terminology_v2_payload/Bots/handlers/service_orders_workspace.py,1450,service_orders_core,from service_orders_core import confirm_order_step
profile_verification_terminology_v2_payload/Bots/handlers/service_orders_workspace.py,1450,service_orders,from service_orders_core import confirm_order_step
profile_verification_terminology_v2_payload/Bots/handlers/service_orders_workspace.py,1452,service_orders,"return confirm_order_step(order_id=int(order[""id""]), step_code=""REMOTE_PROGRAMMED"", actor_id=user_id, note=""Перепрошивка выполнена."", source_context=""service_orders_workspace"")"
profile_verification_terminology_v2_payload/Bots/handlers/service_orders_workspace.py,1460,remote_order_details,"row = cur.execute(""SELECT resident_asset_id FROM remote_order_details WHERE service_order_id = ?"", (int(order[""id""]),)).fetchone()"
profile_verification_terminology_v2_payload/Bots/handlers/service_orders_workspace.py,1696,service_orders,"async def handle_service_orders_text(update: Update, user_states: dict, user_id: int, message_text: str, *, lang: str, user_mode: str | None) -> bool:"
profile_verification_terminology_v2_payload/profile_verification_core.py,11,vehicles,* an explicit resolution of vehicles:
profile_verification_terminology_v2_payload/profile_verification_core.py,32,__future__,from __future__ import annotations
profile_verification_terminology_v2_payload/profile_verification_core.py,37,datetime,from datetime import datetime
profile_verification_terminology_v2_payload/profile_verification_core.py,38,typing,from typing import Any
profile_verification_terminology_v2_payload/profile_verification_core.py,83,sqlite_master,"""SELECT 1 FROM sqlite_master WHERE type IN ('table', 'view') AND name = ?"","
profile_verification_terminology_v2_payload/profile_verification_core.py,203,vehicles,def _list_vehicles(
profile_verification_terminology_v2_payload/profile_verification_core.py,210,vehicles,Return vehicles for the currently linked unit using whichever supported
profile_verification_terminology_v2_payload/profile_verification_core.py,211,contact,link columns are available. Does not infer anything from contact phones.
profile_verification_terminology_v2_payload/profile_verification_core.py,213,vehicles,"if not table_exists(cur, ""vehicles""):"
profile_verification_terminology_v2_payload/profile_verification_core.py,214,vehicles,"return [], ""VEHICLES_TABLE_UNAVAILABLE"""
profile_verification_terminology_v2_payload/profile_verification_core.py,216,vehicles,"cols = table_columns(cur, ""vehicles"")"
profile_verification_terminology_v2_payload/profile_verification_core.py,231,vehicles,FROM vehicles
profile_verification_terminology_v2_payload/profile_verification_core.py,244,vehicles,"vehicles: list[dict],"
profile_verification_terminology_v2_payload/profile_verification_core.py,251,vehicles,"""vehicles"": ["
profile_verification_terminology_v2_payload/profile_verification_core.py,259,vehicles,for row in vehicles
profile_verification_terminology_v2_payload/profile_verification_core.py,269,IF,CREATE TABLE IF NOT EXISTS resident_profile_schema_migrations (
profile_verification_terminology_v2_payload/profile_verification_core.py,281,IF,CREATE TABLE IF NOT EXISTS resident_profile_policy_versions (
profile_verification_terminology_v2_payload/profile_verification_core.py,302,IF,CREATE TABLE IF NOT EXISTS resident_profile_policy_values (
profile_verification_terminology_v2_payload/profile_verification_core.py,318,IF,CREATE TABLE IF NOT EXISTS resident_profile_verifications (
profile_verification_terminology_v2_payload/profile_verification_core.py,354,IF,CREATE TABLE IF NOT EXISTS resident_profile_change_requests (
profile_verification_terminology_v2_payload/profile_verification_core.py,388,IF,CREATE TABLE IF NOT EXISTS resident_profile_operation_journal (
profile_verification_terminology_v2_payload/profile_verification_core.py,411,primary,# Keep external numbers human-readable; table primary keys remain authoritative.
profile_verification_terminology_v2_payload/profile_verification_core.py,446,resident_profile_operation_journal,INSERT INTO resident_profile_operation_journal (
profile_verification_terminology_v2_payload/profile_verification_core.py,476,resident_profile_policy_versions,FROM resident_profile_policy_versions
profile_verification_terminology_v2_payload/profile_verification_core.py,487,resident_profile_policy_versions,FROM resident_profile_policy_versions
profile_verification_terminology_v2_payload/profile_verification_core.py,496,resident_profile_policy_versions,INSERT INTO resident_profile_policy_versions (
profile_verification_terminology_v2_payload/profile_verification_core.py,522,resident_profile_policy_values,FROM resident_profile_policy_values
profile_verification_terminology_v2_payload/profile_verification_core.py,538,resident_profile_policy_values,INSERT INTO resident_profile_policy_values (
profile_verification_terminology_v2_payload/profile_verification_core.py,564,sqlite_master,"""SELECT name FROM sqlite_master WHERE type = 'table'"""
profile_verification_terminology_v2_payload/profile_verification_core.py,610,resident,"""Access phone may differ from resident contact/Telegram phones."","
profile_verification_terminology_v2_payload/profile_verification_core.py,618,resident_profile_policy_values,FROM resident_profile_policy_values
profile_verification_terminology_v2_payload/profile_verification_core.py,638,resident_profile_schema_migrations,FROM resident_profile_schema_migrations
profile_verification_terminology_v2_payload/profile_verification_core.py,646,resident_profile_schema_migrations,INSERT INTO resident_profile_schema_migrations (
profile_verification_terminology_v2_payload/profile_verification_core.py,680,resident_profile_policy_versions,FROM resident_profile_policy_versions
profile_verification_terminology_v2_payload/profile_verification_core.py,697,resident_profile_policy_versions,FROM resident_profile_policy_versions
profile_verification_terminology_v2_payload/profile_verification_core.py,709,resident_profile_policy_values,FROM resident_profile_policy_values
profile_verification_terminology_v2_payload/profile_verification_core.py,722,resident_profile_verifications,FROM resident_profile_verifications
profile_verification_terminology_v2_payload/profile_verification_core.py,746,resident_profile_verifications,UPDATE resident_profile_verifications
profile_verification_terminology_v2_payload/profile_verification_core.py,770,resident_profile_verifications,INSERT INTO resident_profile_verifications (
profile_verification_terminology_v2_payload/profile_verification_core.py,793,resident_profile_change_requests,FROM resident_profile_change_requests
profile_verification_terminology_v2_payload/profile_verification_core.py,805,vehicles,"vehicles: list[dict],"
profile_verification_terminology_v2_payload/profile_verification_core.py,821,vehicles,if not vehicles:
profile_verification_terminology_v2_payload/profile_verification_core.py,833,vehicles,for vehicle in vehicles:
profile_verification_terminology_v2_payload/profile_verification_core.py,900,vehicles,"vehicles, vehicle_error = _list_vehicles("
profile_verification_terminology_v2_payload/profile_verification_core.py,908,vehicles,"vehicles=vehicles,"
profile_verification_terminology_v2_payload/profile_verification_core.py,913,vehicles,"vehicles=vehicles,"
profile_verification_terminology_v2_payload/profile_verification_core.py,952,vehicles,"text(row.get(""parking_time"")) in {""Day"", ""Night""} for row in vehicles"
profile_verification_terminology_v2_payload/profile_verification_core.py,962,resident_profile_verifications,UPDATE resident_profile_verifications
profile_verification_terminology_v2_payload/profile_verification_core.py,973,vehicles,"""vehicles"": vehicles,"
profile_verification_terminology_v2_payload/profile_verification_core.py,1053,resident_profile_verifications,UPDATE resident_profile_verifications
profile_verification_terminology_v2_payload/profile_verification_core.py,1094,vehicles,"if any(text(row.get(""parking_time"")) in {""Day"", ""Night""} for row in snapshot[""vehicles""])"
profile_verification_terminology_v2_payload/profile_verification_core.py,1100,resident_profile_verifications,UPDATE resident_profile_verifications
profile_verification_terminology_v2_payload/profile_verification_core.py,1149,vehicles,"if snapshot[""vehicles""]:"
profile_verification_terminology_v2_payload/profile_verification_core.py,1159,vehicles,"vehicles=[],"
profile_verification_terminology_v2_payload/profile_verification_core.py,1165,resident_profile_verifications,UPDATE resident_profile_verifications
profile_verification_terminology_v2_payload/profile_verification_core.py,1205,vehicles,"for row in snapshot[""vehicles""]:"
profile_verification_terminology_v2_payload/profile_verification_core.py,1237,resident_profile_change_requests,FROM resident_profile_change_requests
profile_verification_terminology_v2_payload/profile_verification_core.py,1264,resident_profile_change_requests,INSERT INTO resident_profile_change_requests (
profile_verification_terminology_v2_payload/profile_verification_core.py,1289,resident_profile_verifications,UPDATE resident_profile_verifications
profile_verification_terminology_v2_payload/profile_verification_core.py,1338,resident_profile_change_requests,INSERT INTO resident_profile_change_requests (
profile_verification_terminology_v2_payload/profile_verification_core.py,1363,resident_profile_verifications,UPDATE resident_profile_verifications
profile_verification_terminology_v2_payload/profile_verification_core.py,1391,resident_profile_change_requests,"""SELECT * FROM resident_profile_change_requests WHERE id = ?"","
profile_verification_terminology_v2_payload/profile_verification_core.py,1410,resident_profile_change_requests,FROM resident_profile_change_requests
profile_verification_terminology_v2_payload/profile_verification_core.py,1434,vehicles,"if not table_exists(cur, ""vehicles""):"
profile_verification_terminology_v2_payload/profile_verification_core.py,1435,vehicles,"raise RuntimeError(""Таблиця vehicles не знайдена."")"
profile_verification_terminology_v2_payload/profile_verification_core.py,1436,vehicles,"cols = table_columns(cur, ""vehicles"")"
profile_verification_terminology_v2_payload/profile_verification_core.py,1438,vehicles,"raise RuntimeError(""Таблиця vehicles не має полів id та parking_time."")"
profile_verification_terminology_v2_payload/profile_verification_core.py,1442,vehicles,"f""SELECT * FROM vehicles WHERE id = ?"","
profile_verification_terminology_v2_payload/profile_verification_core.py,1455,vehicles,"""UPDATE vehicles SET parking_time = ? WHERE id = ?"","
profile_verification_terminology_v2_payload/profile_verification_core.py,1500,resident_profile_change_requests,UPDATE resident_profile_change_requests
profile_verification_terminology_v2_payload/profile_verification_core.py,1516,resident_profile_verifications,UPDATE resident_profile_verifications
README_APARTMENT_40_PROFILE_TEST_PREFLIGHT.txt,11,vehicles,- linked vehicles;
README_APARTMENT_40_PROFILE_TEST_PREFLIGHT.txt,28,vehicles,- change vehicles.parking_time;
README_LIVE_SERVICE_UI.txt,8,service_orders,- client_portal_v3.py and service_orders_workspace.py in Bots\handlers.
README_LIVE_SERVICE_UI.txt,12,service_orders,2) run install_service_orders_ui.py --apply once;
README_LIVE_SERVICES_SANDBOX.txt,14,service_orders,1. Новый runtime-маршрут подключает service_orders_workspace к существующему
README_LIVE_SERVICES_SANDBOX.txt,16,payments,2. service_orders_workspace работает со старой таблицей payments:
README_LIVE_SERVICES_SANDBOX.txt,16,service_orders,2. service_orders_workspace работает со старой таблицей payments:
README_LIVE_SERVICES_SANDBOX.txt,28,service_orders,Bots\handlers\service_orders_workspace.py
README_LIVE_SERVICES_SANDBOX.txt,37,payments,Terminal will show the number of matching confirmed payments for the open order.
README_LIVE_SERVICES_SANDBOX.txt,58,payments,matching confirmed payments for this order: 0
README_PHONE_ACCESS_FIX.txt,33,service_orders,Bots\handlers\service_orders_workspace.py
README_PHONE_ACCESS_FIX_v2.txt,17,service_orders,Bots\handlers\service_orders_workspace.py
README_PHONE_ACCESS_FIX_v2.txt,28,service_orders,service_orders_workspace.py не открыт для редактирования в другой
README_PHONE_BARRIER_ACCESS_SCHEMA_MIGRATION.txt,38,charges,phone_access_subscription_charges
README_PHONE_BARRIER_ACCESS_V2.txt,114,charges,- Connection charges: 0;
README_PHONE_BARRIER_ACCESS_V2.txt,115,charges,- Monthly charges: 0.
README_PROFILE_PARKING_TIME_TEST_V1.txt,24,vehicles,- пишет в vehicles.parking_time;
README_PROFILE_PARKING_TIME_TEST_V1.txt,103,vehicles,- исходный vehicles.parking_time не менялся;
README_SERVICE_CODE_COMPATIBILITY_PHONE_V2.txt,10,service_items,directly from service_items and payments. Your sandbox uses:
README_SERVICE_CODE_COMPATIBILITY_PHONE_V2.txt,10,payments,directly from service_items and payments. Your sandbox uses:
README_SERVICE_CODE_COMPATIBILITY_PHONE_V2.txt,22,service_orders,1. service_orders_core.py
README_SERVICE_CODE_COMPATIBILITY_PHONE_V2.txt,24,service_orders,3. Bots\handlers\service_orders_workspace.py
README_SIMPLIFIED_SERVICES.txt,28,the,This bundle removes manual payment linking from the services screen through
README_SIMPLIFIED_SERVICES.txt,44,service_orders,service_orders_core.py
README_SIMPLIFIED_SERVICES.txt,45,service_orders,Bots\handlers\service_orders_workspace.py
README_SIMPLIFIED_SERVICES.txt,86,the,"It only retires UNPAID records from the old REMOTE_NEW_FROM_STOCK test path,"
repair_confirmed_unit_seed_notes.py,13,audit_log,Каждое изменение пишет отдельную запись в operator_audit_log.
repair_confirmed_unit_seed_notes.py,13,operator_audit_log,Каждое изменение пишет отдельную запись в operator_audit_log.
repair_confirmed_unit_seed_notes.py,21,__future__,from __future__ import annotations
repair_confirmed_unit_seed_notes.py,23,datetime,from datetime import datetime
repair_confirmed_unit_seed_notes.py,24,pathlib,from pathlib import Path
repair_confirmed_unit_seed_notes.py,34,config,"from config import paths, USE_TEST_DB"
repair_confirmed_unit_seed_notes.py,35,audit_logger,from audit_logger import audit_field_change
repair_confirmed_unit_seed_notes.py,35,audit_log,from audit_logger import audit_field_change
repair_confirmed_unit_seed_notes.py,69,apartments,FROM apartments
repair_confirmed_unit_seed_notes.py,103,apartments,UPDATE apartments
repair_confirmed_unit_seed_notes.py,110,apartments,"table_name=""apartments"","
report_bot_admins.py,1,pathlib,from pathlib import Path
report_bot_admins.py,4,datetime,from datetime import datetime
report_bot_admins.py,13,config,from config import paths
report_bot_admins.py,42,bot_admins,FROM bot_admins
report_bot_admins.py,48,bot_admins,FROM bot_admins
report_bot_admins.py,64,bot_admins,FROM bot_admins
report_bot_admins.py,95,payments,"can_manage_payments,"
report_bot_admins.py,102,bot_admins,FROM bot_admins
report_bot_admins.py,126,payments,"can_manage_payments,"
report_bot_admins.py,146,payments,"lines.append(f""  can_manage_payments: {yes_no(can_manage_payments)}"")"
report_plate_candidates.py,1,pathlib,from pathlib import Path
report_plate_candidates.py,4,datetime,from datetime import datetime
report_plate_candidates.py,12,config,from config import paths
report_plate_candidates.py,13,utils,from utils import apartment_sort_sql
report_plate_candidates.py,48,verification_candidates,FROM verification_candidates vc
report_plate_candidates.py,49,verification_tasks,JOIN verification_tasks vt
report_plate_candidates.py,106,verification_candidates,FROM verification_candidates
report_plate_candidates.py,225,verification_candidates,FROM verification_candidates vc
report_plate_candidates.py,226,verification_tasks,JOIN verification_tasks vt
report_verification_evidence.py,1,pathlib,from pathlib import Path
